"Date","Project","Region","Island","Site","Latitude","Longitude","Survey_Method","Depth","Transect_Number","Transect_Distance","Transect_Segment","Transect_Length","Transect_Width","Survey_Area","Genus","Species","Colony_Length","Colony_Width","Size_Class","Disease_Type"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","60","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","25","","","Healthy"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Montipora","Montipora_capitata","","","","Healthy"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","40","","","Predation"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_compressa","40","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","65","","","Growth_anomalies"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","60","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","50","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","50","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","35","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","60","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","80","","","Pigmentation_response"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","20","","","Healthy"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","70","","","Algal_overgrowth"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_evermanni","60","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","50","","","Pigmentation_response"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_compressa","20","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","30","","","Pigmentation_response"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","90","","","Pigmentation_response"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","70","","","Pigmentation_response"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","20","","","Discoloration"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","35","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","20","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_evermanni",">160","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","20","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","60","","","Pigmentation_response"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","30","","","Pigmentation_response"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","15","","","Healthy"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","10","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","55","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","80","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","70","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","35","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","40","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","60","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","45","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","70","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","80","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","40","","","Growth_anomalies"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_compressa","","","","Healthy"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_evermanni","200","","","Discoloration"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","60","","","Algal_overgrowth"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_compressa","","","","Trematodiasis"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","50","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","70","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","35","","","Algal_overgrowth"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","50","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","60","","","Algal_overgrowth"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Pavona","Pavona_varians","","","","Healthy"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_compressa","30","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_evermanni","130","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_evermanni","20","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Montipora","Montipora_capitata","","","","Healthy"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","35","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","70","","","Growth_anomalies"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","50","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","20","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","40","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","35","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","55","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","120","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","35","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","50","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","25","","","Growth_anomalies"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","60","","","Pigmentation_response"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","60","","","Pigmentation_response"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","50","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_compressa","35","","","Algal_overgrowth"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","130","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","25","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_compressa","","","","Healthy"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","70","","","Pigmentation_response"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","50","","","Pigmentation_response"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_evermanni","200","","","Growth_anomalies"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","25","","","Pigmentation_response"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_evermanni","80","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","60","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","100","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","90","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","15","","","Growth_anomalies"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","10","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","30","","","Pigmentation_response"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_compressa","100","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","90","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","45","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","200","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","35","","","Predation"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_evermanni","","","","Healthy"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","35","","","Algal_overgrowth"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","55","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","70","","","Predation"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","30","","","Growth_anomalies"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","80","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Pocillopora","Pocillopora_meandrina","20","","","Healthy"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","50","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Growth_anomalies"
2010-03-07,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","45","","","Algal_overgrowth"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","80","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","30","","","Discoloration"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_compressa","40","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Pocillopora","Pocillopora_meandrina","20","","","Healthy"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","35","","","Discoloration"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","60","","","Discoloration"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","60","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","45","","","Healthy"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_compressa","20","","","Growth_anomalies"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2010-08-27,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","","","","Healthy"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","40","","","Tissue_Loss"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","10","","","Pigmentation_response"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"A","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"B","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","65","","","Growth_anomalies"
2011-02-26,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_lobata","120","","","Trematodiasis"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Montipora","Montipora_capitata","","","","Healthy"
NA,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"C","","","10","1","","Porites","Porites_compressa","100","","","Growth_anomalies"
2011-07-21,"Couch","MHI","Hawaii","Kaupulehu",19.8337,155.9883,"Belt_transect",5.5,"D","","","10","1","","Porites","Porites_lobata","65","","","Growth_anomalies"
